year,occasion,site,food_trt,helm_trt,date,sess,trap,tag,sex,per,nip,preg,test,fate,handler,notes,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,4,I3,219758,not noted,not noted,not noted,not noted,not noted,R,JV,"multicap w/ vole, FR collected",,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,4,I3,219793,not noted,not noted,not noted,not noted,not noted,R,JV,multicap w/ vole,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,4,G5,226141,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,4,H2,219726,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,4,E1,219634,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,4,E3,219981,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,4,E4,219696,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,4,F4,226709,not noted,not noted,not noted,not noted,not noted,R,SC,"*JM changed to ""226709"" from ""226209"" - animal ...209 was trapped 4x at Talo and 709 was captured in a nearby trap at Vaarinkorpi occ5 as well - handwritten datasheet is ambiguous 2 vs 7",,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,4,A3,226117,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,4,A5,219601,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,4,A5,226213,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,4,C5,226216,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,4,A2,226764,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,4,B2,219655,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,4,A4,219895,not noted,not noted,not noted,not noted,not noted,R,BN,more FE collected,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,4,D4,219685,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,4,C4,226768,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,4,D3,226777,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,5,vaarinkorpi,supplement,control,9/18/2021,4,A1,226246,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,5,helmipollo,control,control,9/17/2021,2,J3,226080,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,helmipollo,control,control,9/17/2021,2,C4,226120,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,helmipollo,control,control,9/17/2021,2,C1,226118,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,helmipollo,control,control,9/18/2021,3,J1,226190,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,5,helmipollo,control,control,9/18/2021,3,K5,219607,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,5,helmipollo,control,control,9/18/2021,3,B2,219737,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,helmipollo,control,control,9/18/2021,3,B3,226719,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,helmipollo,control,control,9/18/2021,3,C2,226118,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,helmipollo,control,control,9/18/2021,3,C1,219627,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,helmipollo,control,control,9/18/2021,3,H2,226080,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,helmipollo,control,control,9/18/2021,3,H5,226146,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,helmipollo,control,control,9/18/2021,3,F4,219839,not noted,not noted,not noted,not noted,not noted,R,JV,multicap w/ shrew,,,,,,,,,,
2021,5,helmipollo,control,control,9/18/2021,3,D5,219803,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,helmipollo,control,control,9/18/2021,3,D3,226120,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,helmipollo,control,control,9/18/2021,4,J1,226190,not noted,not noted,not noted,not noted,not noted,R,SK,,,,,,,,,,,
2021,5,helmipollo,control,control,9/18/2021,4,F4,226146,not noted,not noted,not noted,not noted,not noted,R,SC,,,,,,,,,,,
2021,5,helmipollo,control,control,9/18/2021,4,C1,219627,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,5,helmipollo,control,control,9/18/2021,4,B3,226719,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,5,helmipollo,control,control,9/18/2021,4,C4,226120,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,5,helmipollo,control,control,9/18/2021,4,H2,226080,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,helmipollo,control,control,9/18/2021,4,G6,219803,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,5,helmipollo,control,control,9/18/2021,4,H3,219839,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,radio,supplement,control,10/3/2021,2,E5,219715,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,radio,supplement,control,10/3/2021,2,B2,226282,not noted,not noted,not noted,not noted,not noted,R,NM,FE collected,,,,,,,,,,
2021,6,radio,supplement,control,10/3/2021,2,A3,219788,not noted,not noted,not noted,not noted,not noted,R,NM,FE+ FR collected,,,,,,,,,,
2021,6,radio,supplement,control,10/4/2021,3,G1,226286,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,radio,supplement,control,10/4/2021,3,A1,226204,not noted,not noted,not noted,not noted,not noted,R,SD,multicap w/ shrew,,,,,,,,,,
2021,6,radio,supplement,control,10/4/2021,3,K2,219964,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,radio,supplement,control,10/4/2021,3,J3,226292,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,radio,supplement,control,10/4/2021,3,F1,219858,not noted,not noted,not noted,not noted,not noted,R,BN,multicap w/ vole,,,,,,,,,,
2021,6,radio,supplement,control,10/4/2021,3,F1,219932,not noted,not noted,not noted,not noted,not noted,R,BN,multicap w/ vole,,,,,,,,,,
2021,6,radio,supplement,control,10/4/2021,3,C3,219788,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,radio,supplement,control,10/4/2021,3,C2,226282,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,radio,supplement,control,10/4/2021,3,F3,226228,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,radio,supplement,control,10/4/2021,3,D3,226259,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,radio,supplement,control,10/4/2021,3,A2,226229,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,radio,supplement,control,10/4/2021,3,D5,226285,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,radio,supplement,control,10/4/2021,3,B3,219946,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,radio,supplement,control,10/4/2021,3,I2,226726,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,radio,supplement,control,10/4/2021,3,I4,226011,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,radio,supplement,control,10/4/2021,3,G6,219715,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,radio,supplement,control,10/4/2021,3,G5,226257,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,radio,supplement,control,10/4/2021,3,H5,226215,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,radio,supplement,control,10/4/2021,4,J3,226292,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,radio,supplement,control,10/4/2021,4,G1,226225,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,radio,supplement,control,10/4/2021,4,G5,219739,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,radio,supplement,control,10/4/2021,4,I2,226726,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,radio,supplement,control,10/4/2021,4,A2,219946,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,radio,supplement,control,10/4/2021,4,B2,226229,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,radio,supplement,control,10/4/2021,4,C3,226259,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,hevonen,control,control,10/3/2021,2,F4,219712,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,hevonen,control,control,10/3/2021,2,E6,219620,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,hevonen,control,control,10/3/2021,2,G3,219949,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,hevonen,control,control,10/3/2021,2,G4,226222,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,hevonen,control,control,10/3/2021,2,J1,226106,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,hevonen,control,control,10/3/2021,2,C4,219645,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,hevonen,control,control,10/3/2021,2,A1,226717,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,hevonen,control,control,10/4/2021,4,J5,219879,not noted,not noted,not noted,not noted,not noted,R,NM,"Originally written as 219859 in the datasheet, but 219859 was captured twice at Asema. 219879 is a vole that was processed at Hevonen in the same month in a nearby trap (K5/6), so we (JV, JM) believe this was the proper tag number",,,,,,,,,,
2021,6,hevonen,control,control,10/4/2021,4,I1,226106,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,hevonen,control,control,10/4/2021,4,G5,219840,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,hevonen,control,control,10/4/2021,4,G2,219949,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,hevonen,control,control,10/4/2021,4,I4,219795,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,hevonen,control,control,10/4/2021,4,A1,226717,not noted,not noted,not noted,not noted,not noted,R,JV,multicap w/ vole,,,,,,,,,,
2021,6,hevonen,control,control,10/4/2021,4,A1,219824,not noted,not noted,not noted,not noted,not noted,R,JV,multicap w/ vole,,,,,,,,,,
2021,6,hevonen,control,control,10/4/2021,4,C2,226155,not noted,not noted,not noted,not noted,not noted,R,JV,multicap w/ vole,,,,,,,,,,
2021,6,hevonen,control,control,10/4/2021,4,C2,219756,not noted,not noted,not noted,not noted,not noted,R,JV,multicap w/ vole,,,,,,,,,,
2021,6,hevonen,control,control,10/4/2021,4,F3,226222,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,janakkala,supplement,deworm,10/6/2021,2,K6,226702,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,janakkala,supplement,deworm,10/7/2021,3,I1,219775,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,janakkala,supplement,deworm,10/7/2021,3,E4,226799,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,janakkala,supplement,deworm,10/7/2021,3,D4,226732,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,janakkala,supplement,deworm,10/7/2021,3,D3,226784,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,janakkala,supplement,deworm,10/7/2021,3,B2,226162,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,janakkala,supplement,deworm,10/7/2021,3,B3,226713,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,janakkala,supplement,deworm,10/7/2021,3,A5,226747,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,janakkala,supplement,deworm,10/7/2021,3,C1,219798,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,janakkala,supplement,deworm,10/7/2021,3,G1,219882,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,janakkala,supplement,deworm,10/7/2021,3,K2,226746,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,janakkala,supplement,deworm,10/7/2021,4,K2,219514,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,janakkala,supplement,deworm,10/7/2021,4,K3,226746,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,asema,control,control,10/6/2021,2,F3,219659,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,asema,control,control,10/6/2021,2,H1,226001,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,asema,control,control,10/7/2021,3,J1,226706,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,asema,control,control,10/7/2021,3,C2,226700,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,asema,control,control,10/7/2021,3,E1,226091,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,asema,control,control,10/7/2021,3,G1,226001,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,asema,control,control,10/7/2021,3,I6,226772,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,asema,control,control,10/7/2021,3,H4,226792,not noted,not noted,not noted,not noted,not noted,R,SD,multicap w/ vole,,,,,,,,,,
2021,6,asema,control,control,10/7/2021,3,H4,219659,not noted,not noted,not noted,not noted,not noted,R,SD,multicap w/ vole,,,,,,,,,,
2021,6,asema,control,control,10/7/2021,4,E1,226091,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,asema,control,control,10/7/2021,4,I4,226752,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,talo,supplement,deworm,10/10/2021,2,C5,219854,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,talo,supplement,deworm,10/10/2021,2,J3,226769,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,talo,supplement,deworm,10/11/2021,3,E5,226138,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,talo,supplement,deworm,10/11/2021,3,E3,226209,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,talo,supplement,deworm,10/11/2021,3,E2,219861,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,talo,supplement,deworm,10/11/2021,3,F5,226296,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,talo,supplement,deworm,10/11/2021,3,F4,226134,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,talo,supplement,deworm,10/11/2021,3,A2,219807,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,talo,supplement,deworm,10/11/2021,3,B5,226180,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,talo,supplement,deworm,10/11/2021,3,C6,219990,not noted,not noted,not noted,not noted,not noted,R,BN,multicap w/ vole,,,,,,,,,,
2021,6,talo,supplement,deworm,10/11/2021,3,C6,226181,not noted,not noted,not noted,not noted,not noted,R,BN,multicap w/ vole,,,,,,,,,,
2021,6,talo,supplement,deworm,10/11/2021,3,H1,226776,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,talo,supplement,deworm,10/11/2021,3,H3,226769,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,talo,supplement,deworm,10/11/2021,3,H5,226112,not noted,not noted,not noted,not noted,not noted,R,NM,multicap w/ vole,,,,,,,,,,
2021,6,talo,supplement,deworm,10/11/2021,3,H5,226293,not noted,not noted,not noted,not noted,not noted,R,NM,multicap w/ vole,,,,,,,,,,
2021,6,talo,supplement,deworm,10/11/2021,3,G2,219901,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,talo,supplement,deworm,10/11/2021,3,C1,219889,not noted,not noted,not noted,not noted,not noted,R,BN,multicap w/ vole,,,,,,,,,,
2021,6,talo,supplement,deworm,10/11/2021,4,C1,219861,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,talo,supplement,deworm,10/11/2021,4,C5,219854,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,talo,supplement,deworm,10/11/2021,4,C4,219709,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,talo,supplement,deworm,10/11/2021,4,B5,226180,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,talo,supplement,deworm,10/11/2021,4,C6,226138,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,talo,supplement,deworm,10/11/2021,4,C3,219807,not noted,not noted,not noted,not noted,not noted,R,BN,FR1024 collected,,,,,,,,,,
2021,6,talo,supplement,deworm,10/11/2021,4,J4,219960,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,talo,supplement,deworm,10/11/2021,4,G2,226776,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,talo,supplement,deworm,10/11/2021,4,F4,226261,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,talo,supplement,deworm,10/11/2021,4,F1,219707,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,talo,supplement,deworm,10/11/2021,4,E5,226134,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,talo,supplement,deworm,10/11/2021,4,E2,219901,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,talo,supplement,deworm,10/11/2021,4,F3,226209,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,mustikka,control,deworm,10/10/2021,2,A2,226125,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,mustikka,control,deworm,10/10/2021,2,B5,226712,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,mustikka,control,deworm,10/11/2021,3,E1,226125,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,mustikka,control,deworm,10/11/2021,3,I2,226194,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,mustikka,control,deworm,10/11/2021,3,B4,219812,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,mustikka,control,deworm,10/11/2021,3,B1,219772,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,mustikka,control,deworm,10/11/2021,3,C6,226759,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,mustikka,control,deworm,10/11/2021,3,A4,226788,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,mustikka,control,deworm,10/11/2021,3,J1,226136,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,mustikka,control,deworm,10/11/2021,3,J2,219745,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,mustikka,control,deworm,10/11/2021,3,J3,226270,not noted,not noted,not noted,not noted,not noted,R,SD,"Originally written as 226220 in the datasheet, but 226220 was captured at Talo. 226270 is a vole that was processed at Mustikka in the same month in a nearby trap (I5), so we (JV, JM) believe this was the proper tag number",,,,,,,,,,
2021,6,mustikka,control,deworm,10/11/2021,3,J4,219663,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,mustikka,control,deworm,10/11/2021,4,K3,226291,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,mustikka,control,deworm,10/11/2021,4,K5,219663,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,mustikka,control,deworm,10/11/2021,4,J1,226136,not noted,not noted,not noted,not noted,not noted,R,NM,"Originally written as 226163 in the datasheet, but 226163 was captured at Kuoppa. 226136 is a vole that was processed at Mustikka in the same month and was a WR session 3 in trap J1 (same as this entry), so we (JV, JM) believe this was the proper tag number",,,,,,,,,,
2021,6,mustikka,control,deworm,10/11/2021,4,C6,226712,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,mustikka,control,deworm,10/11/2021,4,B3,219812,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,mustikka,control,deworm,10/11/2021,4,A4,226788,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,mustikka,control,deworm,10/11/2021,4,I2,226194,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,mustikka,control,deworm,10/11/2021,4,E4,219926,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,kiirastuli,control,deworm,10/10/2021,2,I3,226203,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,kiirastuli,control,deworm,10/10/2021,2,K6,226701,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,kiirastuli,control,deworm,10/11/2021,3,A5,226244,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,kiirastuli,control,deworm,10/11/2021,3,D1,226104,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,kiirastuli,control,deworm,10/11/2021,3,K6,226701,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,kiirastuli,control,deworm,10/11/2021,3,J5,219873,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,kiirastuli,control,deworm,10/11/2021,3,J1,226203,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,kiirastuli,control,deworm,10/11/2021,3,H5,219870,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,kiirastuli,control,deworm,10/11/2021,3,G3,226761,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,kiirastuli,control,deworm,10/11/2021,4,E3,226761,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,kiirastuli,control,deworm,10/11/2021,4,K6,219870,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,kiirastuli,control,deworm,10/11/2021,4,G6,219873,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,kiirastuli,control,deworm,10/11/2021,4,B3,226227,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,puro,supplement,deworm,10/14/2021,3,J5,219673,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,puro,supplement,deworm,10/14/2021,3,A6,226233,not noted,not noted,not noted,not noted,not noted,R,NM,"Originally written as 226223 in the datasheet, but 226223 was captured twice at Radio. 226233 is a vole that was processed at Puro in the same month in the same trap, so we (JV, JM) believe this was the proper tag number",,,,,,,,,,
2021,6,puro,supplement,deworm,10/14/2021,3,C2,219619,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,puro,supplement,deworm,10/14/2021,3,A5,219738,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,puro,supplement,deworm,10/14/2021,3,A2,219760,not noted,not noted,not noted,not noted,not noted,R,NM,multicap w/ vole,,,,,,,,,,
2021,6,puro,supplement,deworm,10/14/2021,3,A2,219780,not noted,not noted,not noted,not noted,not noted,R,NM,multicap w/ vole,,,,,,,,,,
2021,6,puro,supplement,deworm,10/14/2021,3,H2,219815,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,puro,supplement,deworm,10/14/2021,3,H4,219636,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,puro,supplement,deworm,10/14/2021,3,G6,219742,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,puro,supplement,deworm,10/14/2021,3,I2,226264,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,puro,supplement,deworm,10/14/2021,3,I1,226295,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,puro,supplement,deworm,10/14/2021,3,E3,226205,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,puro,supplement,deworm,10/14/2021,3,F5,226206,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,puro,supplement,deworm,10/14/2021,3,E1,219669,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,puro,supplement,deworm,10/14/2021,4,G6,219747,not noted,not noted,not noted,not noted,not noted,R,NM,"Ambiguously written as 219742 or 219747 in the datasheet, but 219742 was processed at Janakkala. 219747 is a vole that was processed at Puro in the same month in a nearby trap, so we (JV, JM) believe this was the proper tag number",,,,,,,,,,
2021,6,puro,supplement,deworm,10/14/2021,4,H5,226206,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,puro,supplement,deworm,10/14/2021,4,I2,219815,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,puro,supplement,deworm,10/14/2021,4,C1,219669,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,ketunpesa,control,deworm,10/13/2021,2,K5,219800,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,ketunpesa,control,deworm,10/13/2021,2,A1,226791,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,ketunpesa,control,deworm,10/14/2021,3,C1,219631,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,ketunpesa,control,deworm,10/14/2021,3,A3,226186,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,ketunpesa,control,deworm,10/14/2021,3,B2,226791,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,ketunpesa,control,deworm,10/14/2021,3,J2,226226,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
